"average_test_body_acc_x" "average_test_body_acc_y" "average_test_body_acc_z" "average_test_body_gyro_x" "average_test_body_gyro_y" "average_test_body_gyro_z" "average_test_total_acc_x" "average_test_total_acc_y" "average_test_total_acc_z" "average_train_body_acc_x" "average_train_body_acc_y" "average_train_body_acc_z" "average_train_body_gyro_x" "average_train_body_gyro_y" "average_train_body_gyro_z" "average_train_total_acc_x" "average_train_total_acc_y" "average_train_total_acc_z"
"V80" -0.00335280523098066 -0.000867111360692229 0.000528926154204615 -0.0157271457967289 0.00900682341294876 -0.00188037377016288 0.814023192292263 0.00393331452877503 0.0816133850314625 -0.00264252291253911 -0.00101798119793716 0.00129841211430209 0.00375602440760433 -0.00641292241948218 -0.00316223792885705 0.80224365319589 0.0282847370982848 0.0882502192751945
"V81" -0.00145655755455718 -0.000909384751250764 0.00107947698200034 -0.0137164913116266 0.00531330461643468 -0.00146398055374279 0.815902493201832 0.00388299563592467 0.0821467405773091 -0.00395608566680332 -6.84383456270417e-06 0.00112159722546246 0.00259737293238316 -0.00640032651027081 -0.00409253543126619 0.800916091520035 0.0292852651926999 0.0880612889873925
"V82" 0.00139272020711096 -0.000949369468471666 0.00128806114019443 -0.00910169870487207 0.00162692381861215 1.0808150193417e-05 0.818733747669291 0.00383605714597557 0.0823377054087207 -0.00512479696026768 0.000480187717147076 0.000341885771396219 0.000442853739684698 -0.00980766103133283 -0.00433253463219015 0.799733369889615 0.0297606243179774 0.0872704766543931
"V83" 0.00368279861345809 -0.00164263033463963 0.0011669566604452 -0.00455484635551408 0.00596853174997625 -0.000649276304556837 0.821004868052766 0.00313682394502545 0.0821986950821242 -0.00476834757938225 0.00051038111169407 -0.000141154594876224 -0.000214207797947497 -0.0114125317903601 -0.00422106143906665 0.800075604591247 0.0297781960830495 0.0867773416701306
"V84" 0.00465070265296132 -0.00151975928338202 0.000813852317777401 -0.00500193971806278 0.0103682389415609 -0.00230428544254975 0.821953113136953 0.0032545796425945 0.0818275267965185 -0.00451642223108365 0.000346391647249728 -0.000413283428020267 -0.000135065873681176 -0.0103015692937235 -0.00389709389973558 0.800312922928644 0.0296007608779448 0.0864960868706842
"V85" 0.0056847670292511 -0.0011553107856488 0.00117532747987784 -0.0076712808424737 0.0101230358595521 -0.00105425511854394 0.82296714309491 0.00361464777136071 0.0821708966659824 -0.00350644581775442 -0.000612741313893226 -0.000599698888539295 0.000665077495613724 -0.0104041666002531 -0.00268825025623444 0.801307730849714 0.0286274699008583 0.086301457402281
"V86" 0.00779074761070953 -0.00115013457150967 0.000569561969416593 -0.00903800777715541 0.0078018000769189 0.00240309795782185 0.825053050279064 0.0036160682935867 0.0815470834618256 -0.00185321914748683 -0.00122222983918689 -0.000848197899911725 0.00406948405208079 -0.0108505893147014 -0.00283755236082087 0.802945117413506 0.0280031931856502 0.0860455859735604
"V87" 0.00846659166382728 -0.0013919826192019 -0.000232964548003054 -0.0106579000921446 0.00415448861576858 0.00444760890066508 0.825709193872718 0.00337099161174075 0.0807266555100441 -0.00125156092293497 -0.000678989473117519 -0.00145824577671855 0.00698334833193444 -0.00895468740095008 -0.00389049869724279 0.803530201187731 0.0285310620242301 0.085428926659207
"V88" 0.00690152545457482 -0.00146473840646827 -6.09899154462165e-05 -0.0131551407575806 0.00304145442395215 0.00535851143789223 0.824125235371021 0.00329543695301663 0.0808809203034238 1.07051293287541e-05 4.22521528699662e-07 -0.00172943415126751 0.00707540250619208 -0.00708292114138404 -0.00331995244370294 0.804775191141865 0.029194564216012 0.0851517904008827
"V89" 0.00553999605268022 -0.00133137186421717 -0.00106805899575568 -0.0150550716695331 0.00329007732922973 0.00633743985181371 0.82274597763719 0.00342634000520869 0.0798563641618256 0.00128786047053972 0.000685204770347388 -0.00228815102192062 0.00508385538451755 -0.00668260227043324 -0.00343203258030215 0.806034427784911 0.0298629642644178 0.0845876758906276
"V90" 0.0054060194113227 -0.00239526255685205 -0.00110509970482762 -0.0163872234422579 0.00198499826569732 0.00758081765146759 0.822595736891415 0.00236022372008483 0.0798020582624771 0.00205819167583316 0.00124188514875449 -0.00295296540121644 0.00268560279546926 -0.00556665638752312 -0.0039849026903429 0.806786330196605 0.0304028858632209 0.0839178825101714
"V91" 0.00551562426521717 -0.00352562388131659 0.000546662237302341 -0.0173665727695555 0.00206135290748829 0.0082975961460129 0.82269077796717 0.00122776280938582 0.0814367670977706 0.00303729284945117 0.000703669154335011 -0.00263727703050871 0.00268956835938221 -0.00543159521512106 -0.00262060332521817 0.807746657803169 0.0298476492787949 0.0842288645128224
"V92" 0.00500507098471768 -0.00420657770395521 0.00108957333415914 -0.0148717223536327 0.00220388305611113 0.00761093014949406 0.822167549399898 0.000544678333118425 0.0819628624654089 0.00299148935555977 -9.81952175356175e-05 -0.00290007447572973 0.00410975055160705 -0.00642933921666377 -0.000858269467272539 0.807681944247524 0.0290286098568145 0.0839614840834591
"V93" 0.003697381780662 -0.00486774198966067 0.000960662985554802 -0.011927037324574 0.00302991235589617 0.00570974574887547 0.820849238138989 -0.000118834283508653 0.081817428090906 0.00292430178812378 4.59231436989254e-05 -0.00374229882906447 0.00574343245640207 -0.00641662403365044 0.00014274479531216 0.807595916903468 0.0291554770346491 0.0831146539653904
"V94" 0.0022779092416644 -0.00421028762378385 0.000343893066494401 -0.0140938917870974 0.00399957380002511 0.00313081158205735 0.819421303016661 0.000535848251951137 0.0811844991247207 0.00286559778110147 0.000724986476080155 -0.0034899290412923 0.00686545176621164 -0.00507482650046926 0.000529165812667709 0.807518653515464 0.0298172757445239 0.0833622401750952
"V95" -0.000129734932653546 -0.00352693823765049 0.000442080240381744 -0.0159662312881778 -0.000510724504319647 0.00137820126581439 0.817007352197099 0.00121581940031218 0.0812669433381032 0.00192577482678142 0.00145183170975952 -0.00265875998961629 0.00405021088527924 -0.00223778115605386 0.000210559129194097 0.806560707053523 0.0305269102312799 0.0841882998262922
"V96" -0.00472929822750638 -0.00277898842431564 0.00149085287692569 -0.0143764674524351 -0.00321042683369868 0.000755164104565931 0.812403547740329 0.00195963450298405 0.0823004341780455 0.00106987729217397 0.00157913267792108 -0.00219035906356216 -0.000494293770735854 -0.00347824927924701 6.27900870674647e-05 0.805687265598138 0.0306371539340996 0.0846511437355688
"V97" -0.00843151807296912 -0.000857220574064812 0.000765408907821513 -0.0117835632027224 -0.00236638703716084 0.000741988993036987 0.808698873747574 0.00387642455059382 0.0815602209193892 0.00124533183504788 0.000585651039019178 -0.00219199912556205 -0.00216634281916132 -0.00909033670397633 0.000859915266117886 0.805845860237832 0.029626871231605 0.0846434194614758
"V98" -0.00830731069733651 0.000323686908278249 -0.000507182023678656 -0.0088632424697394 -0.00544275671427893 0.00146626459467289 0.808821975756159 0.0050514952924737 0.0802734208663726 0.00288398939710702 -0.00101881572264804 -0.00241026448473096 -0.00186521555104155 -0.0105282199415584 0.000822623439543118 0.807468400004747 0.0280059300237446 0.0844184767720811
"V99" -0.00654021220006719 0.000432433172261283 -0.000875875851786834 -0.00790699014841059 -0.00445667740185952 0.00147097376686427 0.810588839166271 0.00515359958517136 0.0798910843974483 0.00373002159470552 -0.00206675855504366 -0.00269213610796617 -0.000704493890726605 -0.00731969189648898 -0.000935460473018934 0.808299158834236 0.0269418496389744 0.0841292766072592
"V100" -0.00641275341546352 0.000324307770311707 -0.000290442223745843 -0.0101764679469131 0.000199916421671191 0.000864398481786902 0.810716481117408 0.00503811009881235 0.0804634154898202 0.00360524980826447 -0.00206699801792859 -0.00273585889129257 0.000744302398858678 -0.00247624392625204 -0.00145226058320276 0.808160100145171 0.026925760075114 0.0840775113930019
"V101" -0.00772538305214829 0.000153890366637598 0.00178560460964778 -0.0138853492319376 -5.50744532219202e-05 0.0012275891599189 0.809404069873957 0.00485970227519511 0.0825268814171021 0.0038201437312753 -0.00104112682818621 -0.00248198981223885 0.000581148612284821 0.000976572672087323 -0.00105871093490547 0.808361842527828 0.027935999434071 0.0843225610678047
"V102" -0.00776607229630947 -0.000496167333374618 0.00319916183923074 -0.012794130098983 -0.00276137400664201 0.00177085031917204 0.809363264863794 0.00420110083077706 0.0839284205732134 0.00240587931127496 0.000962672395565152 -0.00259020562647801 -0.000939754572292574 -0.000963653450993607 -0.00248404081830577 0.806935706598959 0.0299243417232318 0.0842046943141553
"V103" -0.00614821426185701 -0.00151230840643366 0.0034034285511001 -0.00714626383394808 -0.00676967717327791 0.00125688048230777 0.810980309283407 0.0031759150852019 0.0841213392917543 0.000530828122162119 0.0019735673828935 -0.0030282716908025 -0.00142092543978179 -0.0050524785018667 -0.00322583217818479 0.805050146691036 0.0309199843738833 0.083756097391114
"V104" -0.00526535988005395 -0.00133816082066916 0.00329644102963013 -0.00532709560582117 -0.00638998039103631 -0.00110169524192501 0.811861367062911 0.00334052743871734 0.0840038189010859 0.00011471441237432 0.00158453605498409 -0.00341545616710203 -0.000178245316824809 -0.00600388544299891 -0.00206422803750245 0.804624898657981 0.030515992384543 0.0833574471002176
"V105" -0.00619370591559403 0.000231195118012555 0.00253315065635562 -0.00493268964860638 -0.00337143817581948 -0.00322492879654693 0.810929986389413 0.00489986687567017 0.0832309454770411 4.8080093898804e-06 0.00150021149245336 -0.00324474088623177 0.000930413308941377 -0.00421293903358352 -0.00178078022056964 0.804507181266159 0.0304171021348177 0.0835157012618689
"V106" -0.00756897227748795 0.00195153112739396 0.00242336683821269 -0.00436762546094469 -0.00635149326843298 -0.00255724936672888 0.809550251983203 0.00660974586572786 0.0831126361981676 -0.000293291726084603 0.00132306888315979 -0.00254470665904271 0.000685616506344396 -0.00150925681249769 -0.00203914580791186 0.804202528100503 0.0302258814887934 0.0842022174500857
"V107" -0.00745515581837326 0.00189997533858602 0.00324743343074679 -0.00724498235516831 -0.00961772357692569 -0.00202468784909739 0.809657936949338 0.00654740035556498 0.0839293203929454 -0.000863424575065424 0.00110639935314785 -0.0022488016613429 0.000973552190808079 0.00194131566360533 -0.00113142663692496 0.803627018342818 0.0299956977010596 0.0844835139421104
"V108" -0.00647329694812759 0.000593978891427828 0.00323303996511367 -0.00808889289501493 -0.0138051799383305 -0.00250170795149237 0.810631746132236 0.00523041327981337 0.0839087724487601 -0.00181885737494151 0.00128002826860691 -0.00182345479695933 0.00362291976095807 0.004262714662267 0.00024770417756148 0.802667273636752 0.0301564363919886 0.0848931548767805
"V109" -0.005792791404113 0.00115639043230607 0.00174402143117068 -0.00545925127288124 -0.0162466438325314 -0.000704060808844248 0.811302105775501 0.00578174905537835 0.0824149044940821 -0.00337192033440295 0.00224903497983501 -0.00144479443222605 0.005888145794517 0.00509871760082862 0.00093739019987568 0.801110826372399 0.0311132360313248 0.0852550328940968
"V110" -0.00326753381423509 0.00227601761863556 -0.000124903089574415 -0.00466596378896505 -0.00926708726383 0.00306131547484561 0.813814994564099 0.00689031115639634 0.0805424730543424 -0.00389582263183774 0.0036361477987315 -0.00205388244530773 0.00475881367087851 0.00654674123708787 0.00134857226431054 0.800584281618002 0.0324889083202802 0.0846281136959195
"V111" 0.000420065793999627 0.00156989530907533 -0.00137025203645755 -0.00515879373322769 -0.00146313989919036 0.00514060406350458 0.81748797814357 0.00617324315778758 0.0792949144502884 -0.00254647297158485 0.00334845831720892 -0.00245457305826325 0.00175261159526011 0.00737626105263384 0.00194127499877316 0.801931507407263 0.0321906626937867 0.0842085776568376
"V112" 0.000913394563188904 0.000665804958992739 -0.00139330521700848 -0.00514598365454055 0.00301982975326468 0.00264118851644452 0.817964559840109 0.00525843635520869 0.0792708336891415 -0.00224361703554091 0.00278716775142913 -0.00233894310016485 -0.00154931970507318 0.00755594521622824 0.00169696760837051 0.802232572639821 0.0316198339750163 0.0843043607375136
"V113" -0.000442383122238548 0.000326317908544283 0.000205003757946047 -0.00478137284230064 0.00101573272959959 -0.00220248875761792 0.816590108550322 0.00490853320140821 0.0808691630295894 -0.00277832470198898 0.00293828819143961 -0.00213492945488126 -0.00479069707864146 0.00689133160066825 0.000712964499022652 0.801696241274184 0.0317625490526714 0.0844875313408855
"V114" 0.000951373406736681 0.000406749530869359 0.00147310958381099 -0.00283347497846183 -0.00628360796368836 -0.00527818145215372 0.817963474337204 0.0049788881757075 0.0821382363283916 -0.00206825768591265 0.002255866780267 -0.00174836572497381 -0.0062248338926218 0.00332582696010514 0.00123740140182111 0.802404730660322 0.0310729396553346 0.0848522730404475
"V115" 0.00476858065138616 0.00117272909811473 0.00083942103 -0.00268263196746047 -0.00778806693711571 -0.00610226667142586 0.821758793824092 0.00573515973946386 0.0815064195001697 -0.00107231840901551 0.0014891365499543 -0.00171928903209115 -0.00606949939716401 0.00137748180063949 0.00361313934205998 0.803399013202612 0.0303002999559168 0.0848585774632563
"V116" 0.00708221735805514 0.00116955972127112 -0.00117252642976654 -0.00645741886529013 -0.00650170118032236 -0.0058350418702002 0.824049388515677 0.00572269084360366 0.079497219059793 -0.000367155742625408 0.000591880563222524 -0.00170136655383836 -0.00623803447849864 0.0044417848826556 0.00425105416778958 0.804102379377836 0.0293984323075558 0.0848528170917437
"V117" 0.0062614050823926 0.000347413557689888 -0.00287583920598744 -0.00917992414654564 -0.00581435739592399 -0.00531100959804751 0.823204774088599 0.0048917005434832 0.0777974383364065 -0.000195432939086779 -0.000811122408116703 -0.000990354939215086 -0.00555950620199197 0.00823076185167127 0.00172058949511716 0.804272130055958 0.0279920815105604 0.0855392825056163
"V118" 0.00539718366129997 -0.000335859109158466 -0.00296964000361113 -0.0109556818136257 -0.00632236251274516 -0.00269598636897523 0.822316451628775 0.00420006320850017 0.0777077981190702 -0.000859122420395824 -0.00125993104502843 0.000248989413687568 -0.00365514556022488 0.0106847525712713 -0.000862678617514418 0.803606294022554 0.0275411052514418 0.0867532861503863
"V119" 0.00648441939296335 -0.00211115908696233 -0.00323596653860808 -0.00957750419082185 -0.0102846382985205 0.00246445836218188 0.823379693924357 0.00241686275961995 0.0774460607040448 -0.000797556311990655 -0.000114920443656828 0.00148871514895307 -0.00189883855119987 0.0116493021902494 -0.00177851049314757 0.803665520497707 0.028685010129577 0.0879669880383542
"V120" 0.00851656993012046 -0.00397816849057414 -0.00356049515333899 -0.00419851789512725 -0.0123070076333017 0.00611463384427893 0.825388334162402 0.00054233188369189 0.0771263449281303 0.000131084130997824 0.00110047553672843 0.00220865172893879 0.000236816785383026 0.00921882033320924 -0.000937669976166485 0.80459162557349 0.0299002649991064 0.0886603782870389
"V121" 0.0113422235677165 -0.00399107181318968 -0.00395294418911707 -0.00314514873434068 -0.0101846824454292 0.00604347143390668 0.828191375700373 0.000522134544214456 0.0767387288477027 0.000343481466523395 0.0015155777401482 0.0018698368382787 0.000729186055713153 0.00620216607994451 0.00146035324606725 0.804801288606039 0.0303161409845348 0.0882946926156896
"V122" 0.0124155401957177 -0.00368898849952596 -0.00523989816271598 -0.00282006965422124 -0.00397237385235426 0.00354076335132643 0.829243494677428 0.0008169637173736 0.0754564093502579 0.000431267830206175 0.00206195952750694 0.000867860266365887 -0.00185333582990582 0.00509246100437514 0.00341618354112949 0.804886179470216 0.0308642070004217 0.0872657099017777
"V123" 0.00951261835206481 -0.0033897867097998 -0.00437615917556464 0.000234253555274856 0.000168782479091957 0.00220632227920597 0.826321328863251 0.00110876935510689 0.0763243603270105 0.000650476975273313 0.00174878284151522 0.000643562776349905 -0.00432189410116336 0.00327045340568281 0.00375505662832327 0.8051023677213 0.0305536399204357 0.0870144274499333
"V124" 0.00506309040583872 -0.00163854068008904 -0.00326217158601731 0.00118148464436956 -0.00407021086264846 0.00364892712932542 0.821854937136953 0.00285233628646149 0.0774419217745843 0.000752442806975258 0.000500171535542982 0.000964462416954489 -0.00552897052707053 0.00273901110055944 0.00344093516617674 0.80520123635253 0.0293085776859154 0.0873084841235745
"V125" 0.00178116510959484 -0.000265735189061758 -0.00380837820017475 0.00156664613406176 -0.00760691622072854 0.00603243209334238 0.818558770430947 0.00421709955835765 0.0768984802447777 0.00123032127688466 -0.000356884844605006 0.00133057636147848 -0.00611884982261395 0.00418580467500571 0.00306508012566989 0.805675982797538 0.0284559855285092 0.0876480034501143
"V126" 0.00105426267180115 -0.00112508521066644 -0.00341824539142891 0.00183179164614048 -0.00645427882947743 0.00772234401499152 0.817820326025517 0.00334932522477095 0.0772904380564642 0.000948314407109494 -0.00125987298478592 0.0016570679950876 -0.00664005841799565 0.00348596414886929 0.00267138890803728 0.805390872960841 0.0275583048834385 0.0879482643716923
"V127" 0.000592819937761215 -0.00207500799003461 -0.00357944873064472 0.00225456942147268 -0.00470105042890227 0.00666369735099525 0.817349939661079 0.0023905949755039 0.0771299931842552 0.000915574959146246 -0.00193797292123749 0.00128729211670824 -0.0065549064541741 0.00218129298522221 0.00290828784464128 0.805355126521609 0.02688623839509 0.087552739224071
"V128" -0.00110127179800407 -0.0023932301292643 -0.00390885681761758 0.000879904454567356 -0.00256419770634476 0.00383447089459857 0.8156493920962 0.00206315682648456 0.0768001718364778 0.00197793988627639 -0.00255672457773939 0.00128218668020646 -0.0035039297416768 0.0014593936072228 0.00361742889166938 0.806414630840316 0.0262740976186371 0.0875224743920212
