"SD_test_body_acc_x" "SD_test_body_acc_y" "SD_test_body_acc_z" "SD_test_body_gyro_x" "SD_test_body_gyro_y" "SD_test_body_gyro_z" "SD_test_total_acc_x" "SD_test_total_acc_y" "SD_test_total_acc_z" "SD_train_body_acc_x" "SD_train_body_acc_y" "SD_train_body_acc_z" "SD_train_body_gyro_x" "SD_train_body_gyro_y" "SD_train_body_gyro_z" "SD_train_total_acc_x" "SD_train_total_acc_y" "SD_train_total_acc_z"
"V91" 0.188169083526432 0.125870192733925 0.0932346868443615 0.381489641254226 0.342602503535971 0.254797784721817 0.410875331013844 0.416744117713284 0.308801175169068 0.195139690161772 0.121932848415092 0.104254494898806 0.406054592452133 0.384124564102031 0.25495078519557 0.415654498093009 0.390560805967191 0.357429124817086
"V92" 0.190431874974792 0.122561438382187 0.092489700089833 0.376528326044387 0.344654041450113 0.25114781177018 0.411450256419067 0.415827219488407 0.307906992879207 0.19472536555451 0.124596595540604 0.105317052125398 0.402796815233673 0.375923372050096 0.254782781648642 0.415586353046594 0.391922573713249 0.357899409243085
"V93" 0.190217999070307 0.119906598760917 0.0939261044027721 0.373408604754755 0.353362599660338 0.250211744890226 0.410896865573867 0.415484035247886 0.30845267150405 0.19624827117357 0.125773734830907 0.105416664130278 0.403321983569378 0.384193686041561 0.256486571521834 0.416266348878721 0.39228254048908 0.358188965301677
"V94" 0.187548632467956 0.121091027974855 0.0922108322578356 0.367593769991796 0.349474630305607 0.251251470308769 0.409346552908195 0.415812550610064 0.308208290249877 0.196582576487584 0.123710505197291 0.105368106287157 0.403443632176803 0.389457831520972 0.256072904125946 0.416460383271548 0.391464478781867 0.358146481916416
"V95" 0.184181032905967 0.120701578713938 0.0923449473314598 0.368224845852671 0.331474524689745 0.25327561630373 0.407091441695214 0.415784465740832 0.308063704535643 0.197032760239508 0.119376552602683 0.106613389625575 0.40158027382807 0.38358450734139 0.25355473436619 0.416385168938533 0.389857074677886 0.358298970462513
"V96" 0.178826523906839 0.120119853593432 0.0931019789929293 0.370139644053454 0.326480773031336 0.249308256583554 0.402979624468844 0.415165953335113 0.308159468516554 0.196964906250105 0.120079048659992 0.107246888883975 0.39874180985776 0.385440613917959 0.255878853223468 0.416064899594052 0.390081533171127 0.357932314694767
"V97" 0.179606189031948 0.119166391690593 0.0954326457340697 0.368612741035397 0.327069181336418 0.248804176460391 0.401647422007814 0.413392944331959 0.309296715489929 0.195369833620423 0.121169592277262 0.10634398568518 0.399532546840556 0.389224428660703 0.257867346593049 0.415590919451954 0.390994832554413 0.357352658128575
"V98" 0.18200108324398 0.11689282756202 0.095863067809697 0.371170581609258 0.333418975541927 0.247939314263624 0.402747552984333 0.411642754831622 0.30968738368109 0.196092797567616 0.121267148880959 0.103727712073777 0.40120461399828 0.38371604427615 0.253493325383049 0.416608231331087 0.39179339397155 0.356665542791651
"V99" 0.183070691167237 0.115793462627638 0.0953759754457319 0.373102535855154 0.347392637325415 0.250787051218741 0.404191344849421 0.411043955995345 0.30921047757488 0.194471859509091 0.123622733929771 0.105525424661393 0.400469442265237 0.386351006706261 0.253926149694601 0.416135907302856 0.393117988651489 0.357614900130447
"V100" 0.182050889595136 0.117209951179697 0.0932106102423817 0.373004274085105 0.349717106580249 0.253272505580191 0.40390872428498 0.411673459603682 0.307242860191417 0.192711781389619 0.125892765106035 0.105294465203323 0.397111367751657 0.39149345431887 0.257809078356429 0.415370335945523 0.394011550810281 0.357965306466683
"V101" 0.181621788456694 0.116826283144714 0.0919495881011178 0.379135846088355 0.341000016013085 0.249446199427741 0.403367855000771 0.411613190456152 0.305044722337357 0.194407716846157 0.125386663245047 0.106524074631373 0.396899407611904 0.388331025072835 0.257471142878661 0.416206406952186 0.393134728489005 0.35838888236995
"V102" 0.185193819538648 0.114530621279411 0.0893171021359173 0.387576721546896 0.337205567665179 0.250414125355098 0.405043884225606 0.411208838986979 0.30341944208934 0.196956145795516 0.124046891965571 0.106143172777527 0.396975931626947 0.389851774431023 0.257491044513569 0.416832099684353 0.391307406929122 0.35848980520565
"V103" 0.186629816621488 0.117460662992544 0.090208855375067 0.389619959860619 0.342473517589032 0.256767624253824 0.406205989289536 0.412932345753968 0.303662410791855 0.196265345470275 0.122613300156018 0.105471742438348 0.396364091762788 0.384958941895085 0.256516325248882 0.415766731138736 0.390435535444907 0.35864804171363
"V104" 0.184595832215357 0.118071308784417 0.0914291615897413 0.391431238056424 0.343926875385315 0.258367601855014 0.405627529694665 0.413212035742216 0.304552800892221 0.192680795457637 0.121578547710274 0.104980624569528 0.393504249168115 0.383697919284103 0.254148317619708 0.41388531897361 0.390502429456278 0.358971931561912
"V105" 0.184973775676394 0.116023578858651 0.0928701867796051 0.394087823281795 0.342724906249771 0.251032957400371 0.405405074449079 0.411667655155102 0.305871632011255 0.190865311392755 0.121245117677014 0.10396541278628 0.392370699977242 0.385053165102907 0.252965886012551 0.413059886209477 0.390489945547803 0.358547676326965
"V106" 0.187749507611089 0.116662131671054 0.0937139157515535 0.39658604012544 0.33066483990322 0.244360403768464 0.405895546369975 0.410744321950663 0.306120063806618 0.189637692266809 0.120621722231507 0.104095311184632 0.395023252491754 0.388825899970885 0.254057250016982 0.412267900647786 0.390557250027972 0.357726792809971
"V107" 0.183946729839823 0.119864524661282 0.0920903165608847 0.398026479393238 0.332972327353925 0.242433447464886 0.404017800527488 0.411009209293043 0.305243646869621 0.189017531089827 0.119809611523337 0.105971564813622 0.400592476755294 0.381207907144927 0.252730629437828 0.411629259027987 0.390264424724132 0.358303758350345
"V108" 0.179136488537952 0.121571816341503 0.0895502900920417 0.396373944560759 0.333539969134036 0.244688807382872 0.402293496677355 0.411201845423923 0.304751946820378 0.187915074969375 0.119703505775147 0.104585237870886 0.401970227502464 0.371208932238805 0.253115939909987 0.410704311383747 0.38986866003592 0.358155912269863
"V109" 0.174082820407678 0.121658193175897 0.0914831759062903 0.39394741145016 0.333963829465508 0.251586265661803 0.400393006515806 0.410613268824889 0.306167926592292 0.187688876958505 0.119031079939326 0.10236170976767 0.401613943139449 0.372210694503146 0.255336376784193 0.409897647553822 0.389219408943773 0.357471295993802
"V110" 0.175681532655565 0.120085017969725 0.0938984084234981 0.39142765187306 0.328872346142883 0.251883700740738 0.402236309150407 0.410000770233549 0.308128197342557 0.190641284361205 0.119084566669449 0.101856307506596 0.400140901790442 0.376011785936293 0.256981639454189 0.41107216472127 0.388491272656569 0.357871669807421
"V111" 0.183642461319808 0.119432096996412 0.0952604823613618 0.39007326738578 0.332167709175061 0.246950170663666 0.407558531134828 0.410431118344534 0.309303952707594 0.194424679354058 0.119039993684963 0.102451635522962 0.400027663701949 0.377312899799512 0.253755945092986 0.41333658562238 0.388495433490071 0.358333483604056
"V112" 0.185153664035793 0.117517836289563 0.0964398887555904 0.389642625919789 0.342737406825971 0.241636355110901 0.408500305216134 0.409666973130751 0.309575240147233 0.196138811921342 0.118153360949037 0.102163636262395 0.398516569887313 0.377856375854487 0.249612090854421 0.414079183596029 0.388351862420757 0.358240067911654
"V113" 0.180278770913845 0.117706785022498 0.0950354694810673 0.389643649892317 0.345655665244706 0.247880190196534 0.405710867986547 0.409153992930731 0.308417492144715 0.195234625994982 0.119054503520378 0.101798339309947 0.396198274304099 0.381419434331764 0.252355782567726 0.413262405587685 0.388386745296714 0.358296330222086
"V114" 0.181384288292227 0.119110581954306 0.0934371207827076 0.393994584093807 0.339087177952643 0.25491799144943 0.406759129977905 0.409740194548802 0.307157645538157 0.195090472441605 0.120121806301399 0.103120724500303 0.398568842830623 0.369901691702097 0.253415762584176 0.413441688011451 0.389198337775707 0.358741500824929
"V115" 0.187406302899317 0.119665673244683 0.0953113127672446 0.399137171730557 0.331092154194994 0.25022197921866 0.410730581904469 0.409957304611432 0.307974598382917 0.196462754265968 0.119995699955529 0.103445779087405 0.400912867105651 0.368599242241088 0.24944322809249 0.414643393917897 0.389646313132206 0.359034654644804
"V116" 0.188784354862331 0.11895551307016 0.0960623935045816 0.404601695532887 0.337633514293498 0.243490827165778 0.411905106343556 0.410387723832099 0.309488068693321 0.195318098582109 0.120729422302653 0.10403663403605 0.400864696923963 0.380877619643637 0.247784018112898 0.414473258994617 0.390291626715772 0.35914636987721
"V117" 0.183212750709753 0.117632035181388 0.0948169352961258 0.409220679673105 0.339103288403623 0.243760892166479 0.408725343804935 0.41120408165256 0.310269924504792 0.192632895632997 0.121811033569309 0.105226150438793 0.400576459805316 0.379231107280016 0.246333957242623 0.413276782978359 0.391548477778237 0.358816742558135
"V118" 0.180518517648096 0.119923071048348 0.0946172499629349 0.409578230919236 0.340519537109496 0.244615873901991 0.406897725394692 0.412265179590315 0.310854935350887 0.191697266865744 0.123735413329746 0.105183602374368 0.401408983787109 0.377028833157094 0.247272319093682 0.41254690072782 0.392525420046199 0.358130849912179
"V119" 0.183131067010341 0.123881600053884 0.0951552812293385 0.403204335842546 0.343737996744125 0.250951529443016 0.408430450014827 0.414320127588935 0.311968119608359 0.191265233556784 0.120994791587411 0.101760680280301 0.400730553063742 0.380231271642161 0.248783075762061 0.412315341380212 0.391002961087882 0.356817911509721
"V120" 0.186724323023596 0.12831402407957 0.0997153476827834 0.395448647219266 0.333777065318394 0.258173418768831 0.41093909830068 0.416841877498646 0.313774252713901 0.191451937982319 0.118972905044154 0.100578198675516 0.39895266312155 0.384777718504531 0.247788978454971 0.41284638105987 0.389770391657843 0.356386231367096
"V121" 0.192336775526646 0.124863063593184 0.100555490923809 0.395297981050161 0.341147009401902 0.253787574522317 0.414724573306038 0.415944676152792 0.313781640504229 0.191713969926653 0.120409593916135 0.0997628805248048 0.401791302159413 0.383638454819813 0.24697988230966 0.413158451577226 0.38988594597231 0.356481564365979
"V122" 0.194361362775252 0.118153292607314 0.101332423781195 0.399958987752781 0.344652851528902 0.246674629522762 0.416162083646886 0.413915554788855 0.314381607951303 0.19340541721313 0.119862277265618 0.103587955513414 0.405542458480747 0.377238329336944 0.24844392893159 0.414003035238582 0.389025281280588 0.358204952443649
"V123" 0.189438678488696 0.117143576031696 0.0975037634319595 0.398953419832097 0.343361520993258 0.244085714071516 0.412840078226992 0.41329878474785 0.312557378777093 0.194175726678674 0.120570153004787 0.105248987059623 0.409559070234 0.384386348245908 0.251131171345804 0.414469620933194 0.389211073153045 0.359061656496672
"V124" 0.182519878222987 0.115502013858171 0.0972615040253612 0.401101118676913 0.336824580048073 0.245949685565501 0.408103532848618 0.411554480391149 0.311663328166707 0.194512683524411 0.12083552914931 0.105683520219788 0.408668005803368 0.383073922396549 0.252499929267443 0.414668577908035 0.390125203039571 0.359298970846901
"V125" 0.180602135771927 0.116819637387093 0.0958906912435471 0.409888248821154 0.348214099175459 0.245874472112427 0.406085984186564 0.410759309228008 0.311555922020572 0.195690839395087 0.121862059412102 0.105724351410155 0.408627974803592 0.381979621684956 0.25226472363293 0.415404794639106 0.391181406589447 0.359183704398189
"V126" 0.184302285109031 0.117333845885499 0.0941267259294243 0.41688554910286 0.356843454754419 0.249055351327933 0.407507307145854 0.411571383939534 0.310696560234777 0.196523061344842 0.123187002225164 0.104344918478055 0.410603585999433 0.375325846146127 0.254170177239637 0.415793379789952 0.392320801732257 0.358687057220697
"V127" 0.184625240560523 0.117855453816459 0.0961265916612909 0.42131549835461 0.343674796191852 0.247319935760996 0.407450298259484 0.41297097651303 0.31130244145368 0.19704748317576 0.12221211571326 0.105869804979003 0.411406147543753 0.368955165430856 0.258495020533146 0.41622899844637 0.392450731379769 0.359282151298642
"V128" 0.182165928701396 0.118690424245673 0.0954633380277763 0.418574877754572 0.331976307291268 0.244056059836519 0.405798536773353 0.413539399622541 0.311484240422329 0.199407582773804 0.121516541456954 0.105262626956085 0.411174027899973 0.372363838099307 0.257598513134065 0.417875104799248 0.392548286164909 0.358952183954826
