"average_test_body_acc_x" "average_test_body_acc_y" "average_test_body_acc_z" "average_test_body_gyro_x" "average_test_body_gyro_y" "average_test_body_gyro_z" "average_test_total_acc_x" "average_test_total_acc_y" "average_test_total_acc_z" "average_train_body_acc_x" "average_train_body_acc_y" "average_train_body_acc_z" "average_train_body_gyro_x" "average_train_body_gyro_y" "average_train_body_gyro_z" "average_train_total_acc_x" "average_train_total_acc_y" "average_train_total_acc_z" "SD_test_body_acc_x" "SD_test_body_acc_y" "SD_test_body_acc_z" "SD_test_body_gyro_x" "SD_test_body_gyro_y" "SD_test_body_gyro_z" "SD_test_total_acc_x" "SD_test_total_acc_y" "SD_test_total_acc_z" "SD_train_body_acc_x" "SD_train_body_acc_y" "SD_train_body_acc_z" "SD_train_body_gyro_x" "SD_train_body_gyro_y" "SD_train_body_gyro_z" "SD_train_total_acc_x" "SD_train_total_acc_y" "SD_train_total_acc_z"
"V42" -0.00535577522407872 0.00320329578775365 0.00204399458948517 -0.0168538180025463 -0.005407116358321 -0.00206258978742789 0.813104132895657 0.00832601956426875 0.0828173536004581 0.00241564536435881 0.000554022082182644 -0.00378928027121627 0.00232155609568743 -0.00172786175728278 -0.00449484812524048 0.808053051314051 0.0298587962423842 0.0835348743015275 0.190165827700507 0.117780770087649 0.094676877485961 0.402136090960972 0.331315097921939 0.248384935473754 0.407588635329957 0.409990425088107 0.305141703136538 0.19440229362265 0.122597051227227 0.108189316076373 0.40985794561789 0.393609511753824 0.258719932238723 0.415424178713334 0.390840007435071 0.358426590585693
"V43" -0.00541105268601493 0.00318181127194537 0.0019819503323586 -0.0214452175105596 -0.00862466328857482 0.000483159784692908 0.813012223826094 0.00830675067500848 0.0827794643641025 0.00176379036777462 0.000788448663180495 -0.0029457973138565 0.00273717028610324 0.00078784226216722 -0.00376685640413796 0.807369595739309 0.0300949260295144 0.0844021508948852 0.187756249627995 0.119933489839326 0.0936228930699078 0.402033237927784 0.330187981364042 0.245200423161589 0.406320229686297 0.409780605265356 0.30496895664094 0.194252890497722 0.120786793949582 0.109266117413664 0.413662020605703 0.390894841348804 0.256542988446413 0.415034189947106 0.390099349643823 0.358171156737099
"V44" -0.0047344249125755 0.00163426295564568 0.00124981452729895 -0.0225707720159617 -0.0122230777232983 0.000816262553947065 0.81365104454418 0.00676000750807262 0.0820716761442891 0.000860159128238575 0.00104961085937949 -0.00254101386786657 0.00510690193557722 0.00284088742871151 -0.00177109879118498 0.806435976095947 0.0303571226626075 0.0848278030012092 0.182584995554653 0.122060850222131 0.0912470358080219 0.39880405732029 0.331782813921654 0.248262716278593 0.404321597768692 0.41016519725145 0.304931801169234 0.193401871583268 0.120257008608112 0.107612553464323 0.415837196300499 0.379847118543079 0.25580150665859 0.414257270001636 0.38959900943519 0.357765367511243
"V45" -0.00459455943387954 0.00157633702222803 0.000455364580179844 -0.0197393679749342 -0.0148120698110519 0.00244678759331049 0.813751870949237 0.0067017025589413 0.0813017626318493 -0.000621797014741635 0.0021067429848395 -0.00220139602258377 0.006601528668875 0.00418244674195348 -0.000141200523934984 0.804925674939279 0.0314147179685936 0.0851853767748096 0.175981643021689 0.124140083513508 0.0921789717930186 0.396232777196088 0.332211712110814 0.254519626843044 0.401500711493698 0.410735707974495 0.305714327259515 0.190121921179999 0.119887912809657 0.104329625750113 0.415701273623581 0.383993092860352 0.257206404159814 0.412069434940973 0.388973617420658 0.356752442240992
"V46" -0.00367863440673899 0.00222621662756328 -0.000296029393476688 -0.0177660270859145 -0.00901956691065728 0.00547110831922973 0.814627486772447 0.0073502023175772 0.0805750589315735 -0.00200148727857061 0.0035530431695978 -0.00305561256373808 0.00464993906385457 0.00603091600670797 0.00149405686401946 0.803519250201197 0.0328610402743607 0.0843462309486942 0.175748610730628 0.123013764858837 0.0938644642350198 0.392435765823693 0.328415458656593 0.254978015467358 0.401962364984987 0.410785741817275 0.306909418041864 0.19023035836774 0.119655414647967 0.103150302075399 0.41261902232074 0.384518424250022 0.259276002218966 0.411592344178077 0.38805492835726 0.357311545483043
"V47" -0.00137390580074418 0.00137712368634713 -0.00104078529215487 -0.0161102536908117 -0.00275461478601629 0.00638374604493655 0.816890636428164 0.00649889714896505 0.079855072050492 -0.00199430615990734 0.00307866990320729 -0.00362630769732065 0.00196477816908859 0.00732117571203264 0.00347255745906832 0.803501196264309 0.0323864150525734 0.0837877530581298 0.182148752224854 0.122816437122766 0.0955265917010009 0.389498115953295 0.33530265926171 0.251590019527575 0.406014609259846 0.411361975941763 0.307950676683552 0.194011444583722 0.120545325798683 0.103937850308911 0.411638482563708 0.38184757376412 0.255287117329238 0.413280638258484 0.388455485117396 0.358263080822542
"V48" -0.000609859081432746 0.00086822471270431 -0.00121832561514218 -0.0144942036713848 0.00147683261390261 0.00385644270487343 0.817611897242552 0.00598710693376315 0.0797022744889379 -0.00246922982840095 0.00221957828983365 -0.00334845650830686 0.000213717840304951 0.00774732931982182 0.00394143451772307 0.803002411310658 0.0315269750629788 0.0840749744289445 0.183117034059527 0.120691699784974 0.0968191566356655 0.389601200946455 0.348030302290292 0.248358838881894 0.406672368200797 0.410024017070719 0.308568062178278 0.196447233433255 0.120208101402729 0.104370425877371 0.40839895004543 0.385504065408836 0.252885218422369 0.414046227091418 0.388621581060657 0.358523297588674
"V49" -0.00115775579215711 0.0010139586999016 -0.000626993622359348 -0.0143257568612691 0.00141599025927723 -0.000398673931693247 0.817020156746454 0.00612939153647099 0.0803182102296573 -0.00367874444970797 0.00214769777800381 -0.0032042262486503 -0.00187719235068852 0.00749535086627693 0.00348582051126286 0.801770233747171 0.0314547989256719 0.0842257328769437 0.179667783605421 0.119003962573518 0.0973750309152958 0.390827033339728 0.347218780520688 0.25159185267214 0.404818325189037 0.408448799153301 0.308738728522703 0.195242220198246 0.121066021997759 0.103874288933603 0.403612515821379 0.391512169830069 0.256288913024845 0.41286251923441 0.388806500788871 0.358665522015843
"V50" 0.000351023947616559 0.000720197108982695 -0.000304448207067865 -0.0127083546690624 -0.00508910098062423 -0.00271377724618154 0.818484188388782 0.00583172199779776 0.0806651155565558 -0.00383610550397549 0.00138317259864799 -0.0031631799740489 -0.00260356209365186 0.00523643238004597 0.00437183256490598 0.801591244742205 0.0306901376468444 0.0842704843585106 0.181380946031826 0.118580388466125 0.0973201521089238 0.393312446679252 0.338350471452607 0.254873904195371 0.406192566251162 0.408318445356224 0.308594312344593 0.195002617040542 0.122087255244202 0.104822841983203 0.40495730938553 0.377733601840742 0.25726122023613 0.412661102217575 0.389760132398134 0.35911553978762
"V51" 0.00344874159472854 0.000706143722112012 -0.000878912772056328 -0.0110869326513017 -0.00674585412442484 -0.00233055238066576 0.821536429869902 0.00581339077677638 0.0801146865998643 -0.00320734155668294 0.000867588066338955 -0.00297380674104381 -0.00237919791856757 0.00368682566529264 0.00662431439592288 0.802199203539663 0.0301746557491839 0.0844607694852503 0.184746547668464 0.119726027174438 0.0971541111286953 0.400385279725326 0.33449188483559 0.250873768107747 0.408637162137802 0.408951393464398 0.30879854047304 0.196302052124357 0.121761429574049 0.104410834520596 0.406438710686512 0.37107084719663 0.253817620813799 0.413672620609402 0.389925512387322 0.359027912869452
"V52" 0.00584317800826892 0.000518316765183576 -0.00266534797455786 -0.0131433913552121 -0.00461886854642348 -0.00159199158530031 0.823884972050797 0.00562099145303699 0.0783518793278622 -0.00251597431604353 0.000569642561868607 -0.00269439801079293 -0.00357053525715071 0.00684577880824728 0.00783704284623055 0.802870425130577 0.0298770951944627 0.0847383409838003 0.187861553619748 0.118757461842216 0.0967844658655074 0.406756419394337 0.333818817495362 0.249298928707624 0.410695159306997 0.409464392766337 0.30963614938891 0.196662191086791 0.122365983426809 0.105344480336714 0.403813994683498 0.379088304568095 0.251471840985311 0.414174730204161 0.390031094130238 0.359171747386763
"V53" 0.00658704898218968 -0.000181934305218154 -0.00447353788109942 -0.0143371503584696 -0.00130410196844927 -0.00131251777550255 0.82458288110397 0.00491593618793519 0.0765667722759043 -0.00231963189680849 -0.000520701455936344 -0.0024065869644504 -0.00424597358442805 0.0129221991874439 0.0057271507577325 0.803047123843906 0.0287874285096627 0.085021624598542 0.187049482164303 0.118297970694757 0.0967131453327815 0.410437377177555 0.335641973709206 0.251159483115244 0.410382289897122 0.410474866394742 0.310710124377756 0.194288332675408 0.123083375491272 0.106607290321644 0.402037294108993 0.383351111565219 0.250957741656688 0.413075044831406 0.390869742687801 0.359306274512866
"V54" 0.00635038954762844 -0.000961345404441805 -0.0045019996825246 -0.0158875175547523 0.00335319600788599 0.000200246675782152 0.824300640862911 0.00413152122309128 0.0765606526270105 -0.00272740430094533 -0.00107720151946096 -0.00133593447819219 -0.0031411590874406 0.0183192519392882 0.00217107574688303 0.802620103950193 0.028231876967315 0.0860851411039499 0.185217601545106 0.12188445150182 0.096340199869417 0.412579370370567 0.343713496499945 0.252552924084423 0.409226527621679 0.41225322420808 0.311297036028506 0.193890646396744 0.124465286167623 0.105821820080075 0.401769324871396 0.377579865075203 0.252121820053219 0.412708741955272 0.391614446068575 0.358759778879791
"V55" 0.00632327700794808 -0.00253681823223889 -0.004016276755415 -0.0171665041380597 0.00170268024542246 0.00318379472438073 0.824228761901622 0.00255084086141839 0.0770677525430336 -0.00264196566259032 -0.000103642044764282 0.00040425985756031 -0.00165664775886445 0.0207127052432989 0.00012151421681163 0.802686575099856 0.0292066032339023 0.0878157127887786 0.186876839618064 0.124966191290902 0.0971099653105411 0.40650933720894 0.345919473699385 0.254563524411993 0.409910449857749 0.414189643566706 0.312317107732647 0.195475452646594 0.12205118134133 0.102873262828358 0.402034876974288 0.377143092072481 0.253413146222267 0.413472953295852 0.39022947364829 0.357305218276433
"V56" 0.00676736765543773 -0.00376652895175161 -0.00306007689745165 -0.0139643678349063 -0.00279920247378351 0.0050140644706885 0.824629289914693 0.00131565176267391 0.0780441622474381 -0.00211634360306091 0.00088468901056167 0.00175229827833487 -0.000300621732095211 0.0175084444726148 -6.09338882679541e-05 0.803193416911493 0.0301962823348789 0.0891518251060949 0.188658126106141 0.127801448712224 0.100824925989201 0.398949884809787 0.333957654433644 0.259403428992852 0.410926614009263 0.415841465685641 0.313361219808821 0.19633036948494 0.119806150433248 0.101429359623053 0.400066446271361 0.38630623273531 0.252473350793221 0.41419370620146 0.389061402878388 0.356207085555937
"V57" 0.008458167723804 -0.00345612035135053 -0.00277766176606651 -0.0131097597182599 -0.00448571486762131 0.00469030821235154 0.82627809683339 0.00162019752135392 0.0783454673556837 -0.00206230015844029 0.00127746915266725 0.00188171524785841 -0.000288922760257467 0.012372979134969 0.0012892131286407 0.803228775857263 0.0305905903078754 0.089267259381522 0.194416631263591 0.124016485893092 0.101389974671783 0.396998164317913 0.337079467190278 0.25731069295799 0.414333031203066 0.41467827624536 0.312841807285568 0.195692979894713 0.119999819659993 0.100255647124495 0.399667973524796 0.385665672497165 0.251806397577679 0.413962541291834 0.388869046229581 0.355751554672638
"V58" 0.00929863779775704 -0.00344308773333695 -0.00418440260232236 -0.0125949266599423 -0.00146621491961588 0.00329705041987072 0.827078554092087 0.00162684824774347 0.0769561719634238 -0.00188540541069834 0.0018344839173478 0.000970282968452394 -0.00222207626819527 0.0102386280130653 0.00292329652623871 0.803387025425739 0.03114934973716 0.0883400530455754 0.196702747961937 0.119084775885804 0.102073857019457 0.398422424945577 0.338820899163651 0.250871814374302 0.415792846358545 0.41338343480373 0.313405891341045 0.196494722251505 0.11950545005942 0.104031286839761 0.398937585999266 0.382046918408402 0.25150458596965 0.414291092016477 0.388111560761052 0.357403382945291
"V59" 0.00691305631968952 -0.0037799709246963 -0.00366408928564947 -0.00864557980105361 0.00264441524502341 0.00213632748725144 0.824655345922973 0.00128293495371564 0.0774923680675263 -0.00163928001986066 0.00136694767223611 0.000990335003462935 -0.0038708783633614 0.00851282909663765 0.00357231253183796 0.803614486540887 0.0306838264359961 0.0883427863801891 0.191912315382713 0.120127464459414 0.0982923417186521 0.396640143809182 0.340410426153355 0.247423074204365 0.412641327270376 0.413894403010861 0.31180670550964 0.195916410682553 0.120728928359914 0.105602804796022 0.399024010120192 0.3895671501306 0.252818478093346 0.414066404052858 0.38863706368927 0.358301696570051
"V60" 0.00342106558459678 -0.00234570486037509 -0.00302358960850797 -0.00747193913465996 -0.00103124291364947 0.00257745821658364 0.821128417804751 0.00270941292100509 0.0781470661317611 -0.00145365027186288 0.000358435714386289 0.00175485719455514 -0.00450114389281998 0.00781284899930128 0.00343479598908887 0.803781397506638 0.0296776454203618 0.0890886680810188 0.185301987932995 0.119433550640534 0.0980995138569743 0.398060045244461 0.3393942071368 0.249812527379799 0.408245300362723 0.412929747916398 0.311317926978551 0.195632810155428 0.120505220295193 0.106028719488712 0.397087715704729 0.388664487517169 0.253777315063945 0.413944952456821 0.389314789822994 0.358466355819625
"V61" 0.00064643657177299 -0.000683447327463522 -0.00366072184079403 -0.00835928628623006 -0.00491469656550288 0.00494121031215134 0.818321702566474 0.00436305801400746 0.0775223510154259 -0.00105205661300435 -9.71460595518227e-05 0.00217836267010854 -0.00564993056132314 0.0085816101727451 0.00290966590916417 0.8041641864662 0.0292247268634059 0.0894924289928373 0.183598821065189 0.118138507691943 0.0964879116060975 0.403597070152249 0.349868028021232 0.250396690996985 0.406443033011841 0.411430376925468 0.311334095699911 0.197297365016989 0.121293655081592 0.106140667098041 0.396420915783548 0.386346752450984 0.253614464637454 0.414851167792774 0.39003402013683 0.358307301159616
"V62" 0.00019853094533356 -0.00119768680055344 -0.00287046164676994 -0.00845989658113064 -0.00257562495855786 0.0071101557336342 0.817844594323719 0.003839371482321 0.0783231753532067 -0.00164055848643444 -0.000768785968669219 0.0024883251761839 -0.00775931683905114 0.00677894562297865 0.00258158637850654 0.803556785013833 0.02855606015784 0.0897817772310095 0.187303909636418 0.117627646014944 0.0950680329692184 0.406123142866218 0.357171126451978 0.251787782975174 0.408202151476941 0.411616300051228 0.310257224196683 0.197804771560463 0.12298840750646 0.105188946026365 0.397003138069325 0.378086551553146 0.254600582854798 0.415066322175901 0.391114866979049 0.357835204792126
"V63" 0.000452075610631931 -0.00204656122264404 -0.00273971477006108 -0.00771957829762131 -0.000922592560527655 0.00694509833074754 0.818071702917272 0.00298023704119783 0.0784625691415575 -0.0017110190559272 -0.00141602630407563 0.00219401302227271 -0.00886270527943267 0.00415018997808175 0.00300961521355858 0.803467322544052 0.0279120486477233 0.0894662168822833 0.187625107756128 0.118330699735134 0.0980405226946582 0.407221505638696 0.341006097599697 0.2490489573956 0.408618026985663 0.412634631371882 0.310857216522397 0.197192269145105 0.122499307419939 0.105990008304164 0.39783401784794 0.372678445608377 0.257585256920394 0.415022491750823 0.391398417048413 0.358113185792127
"V64" -0.00068051629789888 -0.00241523448569457 -0.00305486998276858 -0.00880517152402104 -0.000200515535717 0.00562979380188734 0.816915344240109 0.00260049697331184 0.0781541122206312 -0.000194566934031012 -0.00246535606451007 0.00198075210328317 -0.00628456301702228 0.00273086626199565 0.00360270355388511 0.804964651681991 0.0268661184126251 0.0892312933674565 0.184558971743986 0.119477366455299 0.0965099168829128 0.403503880069459 0.331029114194315 0.244875088155028 0.406866268889371 0.413030509925896 0.31065058286179 0.199932257522746 0.121746627012872 0.105519354227417 0.398497230524655 0.372908711041414 0.256779347826985 0.417016827336466 0.391813355679744 0.357880006414915
"V65" -0.00103152057197061 -0.0020665853131208 -0.00272190931413587 -0.0112193132980251 0.00186299696775025 0.00451400249761656 0.816543092808402 0.00293725416104513 0.0784917936710553 0.000377526435224306 -0.00345198849931706 0.00184803239732399 -0.00172968461420552 0.00240243843255767 0.0030939064115523 0.80551752119373 0.0258829310092492 0.0890766970255998 0.182324206423502 0.12000243504732 0.0934383679123723 0.396247865046458 0.348366951570046 0.245968442268341 0.405797171960875 0.413044360547173 0.309201396937814 0.201171640172235 0.121614961534018 0.106175586022826 0.400798488682569 0.374044079266069 0.255297546294548 0.417769091784723 0.392390886402079 0.358216142745017
"V66" -0.00228845935434754 0.000425021115328809 -0.0024786846836265 -0.011368573805301 0.00526446133491856 0.00490548870125361 0.815267262239566 0.00541613599032915 0.0787377501410621 0.000585104451656284 -0.003960646382875 0.00122900935708804 0.000557017594071409 0.00336668755825394 0.00183995261299238 0.805705822909072 0.0253776005295335 0.0884357546467492 0.182735022288842 0.118922803909076 0.0909878225249525 0.396144530400802 0.349660298123695 0.246261264395708 0.405248822625293 0.411610226978544 0.308191566257193 0.19964249878642 0.121779560984216 0.107615461702143 0.399589595941388 0.375855261782937 0.256141282099422 0.416996512862462 0.392735869121551 0.359396165900402
"V67" -0.00429350157590757 0.00211437621502206 -0.0015799025532097 -0.0133079614329718 0.006694676419566 0.00746369111949678 0.813245466030041 0.00709199774365796 0.0796372798491517 0.00126223962588439 -0.00446325151980615 0.00127566977136861 0.00062080812039917 0.0037523834287432 0.00144627463419573 0.806363721667587 0.0248780178841295 0.0884605955464635 0.18422015546796 0.114968564921995 0.0904775244365453 0.395254857300837 0.337439768911579 0.245835049915383 0.404917015044396 0.409467766802574 0.307536994666846 0.19997009014923 0.121666461431167 0.108263163527934 0.39635230785379 0.379961373381862 0.255719764983793 0.417346888902687 0.393099519836702 0.359966384582814
"V68" -0.00450990782615202 0.00124198368732745 -0.00161747461275874 -0.0149331334394493 0.00362037516642348 0.00865226437504784 0.813014163821853 0.00620547824743807 0.0795985064798202 0.00132115935891401 -0.00369242586290615 0.0016959785652447 0.000175754284332155 0.00333618270049837 0.00159294839168662 0.806403526154788 0.0256513657280876 0.0888593097490683 0.18284177828351 0.115197012146096 0.0907217111095961 0.397649877743949 0.328723292226476 0.246169082686472 0.404233493592458 0.409794254707042 0.307443288449924 0.197969468688621 0.122614573807005 0.106767747931734 0.393983181671146 0.384981500203411 0.254307578241781 0.416442187901794 0.392968529644506 0.358969883080274
"V69" -0.00451375627262233 0.000216409987852053 -0.00163765999260604 -0.0119636321405911 0.00431099477750594 0.00680610908721446 0.812996979126337 0.00516530024759077 0.0795752277224221 0.0014542561103909 -0.00272833036610201 0.0015263900661327 -0.00144908729811465 0.00193216417720131 0.00237344296858882 0.806517754968444 0.0266173109397851 0.0886684687999946 0.182071192950445 0.119950997175546 0.0917005535015255 0.407639180907242 0.33673965046504 0.242032932174453 0.404055074567017 0.411129775303833 0.307590967170605 0.195851508385248 0.124286346647152 0.10589138629048 0.39401314134885 0.385082200328132 0.254545868696738 0.415559077096621 0.392846158859028 0.358432679182133
"V70" -0.00514868750995894 0.000626672427665422 -0.000160931994765524 -0.00942639760376315 0.00949024627095691 0.00406972811028334 0.812349962593112 0.0055605994349983 0.0810470414555434 0.0015612677663489 -0.00223412810814567 0.000967907054071586 -0.00345704509601416 -0.00120337610419981 0.00422880962680087 0.806606235977965 0.0271125675827775 0.0880891861079897 0.180329676502417 0.119300579421704 0.0915103994830453 0.409485528442583 0.336999194940672 0.243506348905589 0.403437325422719 0.410408752263296 0.30567152413402 0.196612266806584 0.124184401176481 0.106694328058088 0.39312532821368 0.378008292790932 0.25561569583558 0.416049153587634 0.392586810319016 0.359296519906363
"V71" -0.00712475207557346 0.00230425205019002 7.41311012521206e-05 -0.00858230752821513 0.0105008728531965 0.00336915725717984 0.810362738130404 0.00722296345072956 0.0812754719121049 0.000808072802832713 -0.00157207698995321 0.000832126784334875 -0.00371172592805917 -0.00385004950996586 0.00484675125026083 0.80583495612315 0.0277748023439419 0.0879331465371178 0.179421500263143 0.118212590158175 0.0908884843655406 0.397927634153782 0.34125597265226 0.242029381013549 0.402446894955621 0.409795472881601 0.304484714115323 0.195515634137426 0.123332984744924 0.106577793114988 0.391918993984929 0.375478216135224 0.254587905661848 0.415276059131107 0.391795675287943 0.359295962206586
"V72" -0.00822304556364133 0.00300991978924296 -0.000462985890134713 -0.00860372760242246 0.0079397362897455 0.00622477794462504 0.80925385370587 0.0079132999668171 0.0807301270928741 3.51268234711642e-05 -0.00176024247551503 0.00109902159385868 -0.00318041127488478 -0.00485290541307413 0.00417128179252807 0.805044434051238 0.0275859086284956 0.0881803928231026 0.178984322603904 0.120102363402014 0.089243695319411 0.389133797253807 0.341798281751682 0.237318865238349 0.401680456114423 0.41074079322584 0.304177158133535 0.195601665316271 0.122681989607896 0.106285925605443 0.394839057653908 0.380133776172001 0.25908222266414 0.414973105027976 0.391665331539915 0.358695438281888
"V73" -0.00690466805507465 0.00319348405482592 -0.000277328701758059 -0.00820374464157821 0.0055662884306454 0.00801238422330675 0.810561816786461 0.00808159772601629 0.0809060959696641 -0.000323406185106774 -0.0021970062537451 0.000777144897467737 -0.00260839347096353 -0.00488288188367367 0.00368985608244044 0.804668874355832 0.0271474817515084 0.0878395339177176 0.182159300302981 0.118233090636523 0.0899817183552861 0.387165661518995 0.329620614611327 0.232604341682145 0.403527507604318 0.410209505015832 0.304058678437822 0.195286910840389 0.121791369499832 0.108384944570644 0.39654506519262 0.373612161788838 0.261561427923422 0.414737859091793 0.392079680535613 0.35936494322603
"V74" -0.00600888607600441 0.00430265547519749 -0.000228081525822871 -0.00635699371468578 0.00825783590914387 0.00612106174437801 0.811447010059722 0.00917576448758059 0.0809443061637292 -0.000931039104512786 -0.00298976029967614 0.000539718093762133 -0.00128857372022977 -0.00366489024004924 0.00312713677327149 0.80404476732207 0.0263520947130849 0.0875838414140914 0.185225823485511 0.117183325508163 0.0927223791116184 0.387798749816952 0.322403786353428 0.232379419887001 0.405193923527877 0.408923094665811 0.305316021224951 0.197323210574558 0.121461081391445 0.111492425403977 0.398471134872873 0.371757973237195 0.260117342018718 0.41555213639001 0.392630054774765 0.360052571963935
"V75" -0.0055308461839491 0.00476843444897591 -0.000152346481796064 -0.00767544256912793 0.0139652209191449 0.00429729579369969 0.8119139778755 0.00962702039779437 0.0810077734331965 -0.00131023012033158 -0.00346378503709372 0.00100259820467261 -0.000555143681126904 -0.00331580485053628 0.00271190784321681 0.803649629518622 0.0258744119716812 0.0880292088832753 0.182935235464178 0.115595050241627 0.0938313280994908 0.387834937226125 0.336105226612155 0.239880130261839 0.404418756417438 0.407870925001586 0.305911554265396 0.197721219750129 0.121716018990676 0.110350677584654 0.402743821718526 0.373253388513459 0.258868149171198 0.415562739777823 0.393000487421798 0.358946259805325
"V76" -0.00522842299685341 0.00481663018549949 0.000287642384431625 -0.012395663493092 0.0117568693016481 0.00386600081022701 0.812204614240414 0.009661404859396 0.0814343771827146 -0.00107577979545226 -0.00242773004373762 0.00128476751182984 -3.14701434140382e-06 -0.00554719929325476 0.00169111241705046 0.80386860583444 0.0269057127059793 0.0882946552355073 0.180860522102061 0.114059456220526 0.0924718188303219 0.390289864619104 0.342863834037307 0.24187353002289 0.403747169502949 0.407103036381591 0.305258999636198 0.198110136489371 0.120877371912038 0.108176534851865 0.403345106076136 0.375608589110486 0.25875986795505 0.415754030689273 0.392297749914046 0.35775130739647
"V77" -0.00389591792544248 0.00430650457527893 0.000553486154433322 -0.0157253296737513 0.005576577757962 0.00511744916733424 0.813524440077333 0.00913840726857821 0.0816858406997285 -0.00104650243867244 -0.00216479183022591 0.00134216406870131 0.00229686099238237 -0.00679638724739622 0.00033509263590914 0.80388283049577 0.0271627463327448 0.0883361635073309 0.183827437048105 0.112940738608993 0.0927085474894609 0.390983993241612 0.341013159828855 0.235805472222651 0.405506226371446 0.407346446690497 0.305922516480621 0.197887890395283 0.119530703801221 0.108098641663841 0.404445726131468 0.37682970677982 0.256758165008023 0.415570552979238 0.391701729988488 0.357223799328768
"V78" -0.00173307453791856 0.00242488143318833 9.30928844010844e-06 -0.0168826040636105 0.0043073115158965 0.00577312373713811 0.81567356766963 0.00724504298761452 0.0811264177200204 -0.00157138318171096 -0.00247927827161766 0.0013481568593765 0.00426174553898285 -0.00678299539884412 -0.000463058800454978 0.803343274569382 0.0268411764898885 0.0883271513930305 0.187714131632155 0.116176840100071 0.0927992375228976 0.38926015870016 0.3395575477702 0.238674107058614 0.408001668040514 0.4097079110204 0.306262707770084 0.196114826277313 0.118675665967348 0.107389681318533 0.401766133149887 0.376023022673333 0.25638108445307 0.414417048216551 0.391497355570315 0.356828776393259
"V79" -0.00241450729019376 0.000413498032895215 -0.000288725896599932 -0.0167659032616199 0.00684079407937564 0.00195838823714286 0.814977357428402 0.00522316168442484 0.0808123845395555 -0.00219101647464573 -0.00189494517459086 0.00120202708492709 0.0041683724557515 -0.00740119282942682 -0.00174522361123735 0.802709278210983 0.0274172348390547 0.0881669449486725 0.183579815498229 0.117829176171666 0.0942312282249443 0.387829869066111 0.330960007091025 0.24719449086984 0.405835077045485 0.410804371773087 0.30633850075282 0.19415981976102 0.11783499597923 0.105957405325044 0.399666550661038 0.369293858937036 0.25261250363986 0.413112328633075 0.390751523987726 0.356872507127318
"V80" -0.00335280523098066 -0.000867111360692229 0.000528926154204615 -0.0157271457967289 0.00900682341294876 -0.00188037377016288 0.814023192292263 0.00393331452877503 0.0816133850314625 -0.00264252291253911 -0.00101798119793716 0.00129841211430209 0.00375602440760433 -0.00641292241948218 -0.00316223792885705 0.80224365319589 0.0282847370982848 0.0882502192751945 0.178467177562031 0.119227736475391 0.0935283676964851 0.38531453713716 0.328607949538649 0.252703138432417 0.403108466052075 0.411696908951186 0.306043616875842 0.191484040293523 0.120034777376922 0.106062612016109 0.398791936048677 0.375355021193854 0.252798845721712 0.411572063201327 0.390850276378404 0.357057337471171
"V81" -0.00145655755455718 -0.000909384751250764 0.00107947698200034 -0.0137164913116266 0.00531330461643468 -0.00146398055374279 0.815902493201832 0.00388299563592467 0.0821467405773091 -0.00395608566680332 -6.84383456270417e-06 0.00112159722546246 0.00259737293238316 -0.00640032651027081 -0.00409253543126619 0.800916091520035 0.0292852651926999 0.0880612889873925 0.180500264519873 0.122092572913027 0.0941569571479889 0.378789363777868 0.333230998703551 0.251688060037193 0.404615886039652 0.412952265995971 0.306855998044079 0.190632390497524 0.121126516072409 0.105655329276277 0.402441130317484 0.37613387073661 0.255059690505521 0.410731099974713 0.390801851164386 0.356739070004999
"V82" 0.00139272020711096 -0.000949369468471666 0.00128806114019443 -0.00910169870487207 0.00162692381861215 1.0808150193417e-05 0.818733747669291 0.00383605714597557 0.0823377054087207 -0.00512479696026768 0.000480187717147076 0.000341885771396219 0.000442853739684698 -0.00980766103133283 -0.00433253463219015 0.799733369889615 0.0297606243179774 0.0872704766543931 0.18414490931972 0.120680581436339 0.0937638192331115 0.375536343042356 0.329872014767584 0.246245239224256 0.407203437412005 0.412429452124644 0.307411740559866 0.189993297201185 0.120631673953166 0.106800286914033 0.404484708805647 0.386243474507847 0.255964361890531 0.410338364098223 0.390625235125266 0.357183059764542
"V83" 0.00368279861345809 -0.00164263033463963 0.0011669566604452 -0.00455484635551408 0.00596853174997625 -0.000649276304556837 0.821004868052766 0.00313682394502545 0.0821986950821242 -0.00476834757938225 0.00051038111169407 -0.000141154594876224 -0.000214207797947497 -0.0114125317903601 -0.00422106143906665 0.800075604591247 0.0297781960830495 0.0867773416701306 0.182610553381462 0.119968292480928 0.095615642278828 0.377606496448248 0.333034223040345 0.242592019110806 0.407268548368843 0.412176186960546 0.308538472911046 0.190491615722555 0.119545753860292 0.106655106799757 0.40570514844588 0.387040732860757 0.25292057039763 0.411047043126354 0.390321626207497 0.357068344335561
